brand,title,date,accords,rating_score,votes,longevity_poor,longevity_weak,longevity_moderate,longevity_long,longevity_very_long,sillage_soft,sillage_moderate,sillage_heavy,sillage_enormous,clslove,clslike,clsdislike,clswinter,clsspring,clssummer,clsautumn,clscold,clshot,clsday,clsnight,clslove_female25under,clslove_male25under,clslove_female25older,clslove_male25older,clslike_female25under,clslike_male25under,clslike_female25older,clslike_male25older,clsdislike_female25under,clsdislike_male25under,clsdislike_female25older,clsdislike_male25older,clswinter_female25under,clswinter_male25under,clswinter_female25older,clswinter_male25older,clsspring_female25under,clsspring_male25under,clsspring_female25older,clsspring_male25older,clssummer_female25under,clssummer_male25under,clssummer_female25older,clssummer_male25older,clsautumn_female25under,clsautumn_male25under,clsautumn_female25older,clsautumn_male25older,clsday_female25under,clsday_male25under,clsday_female25older,clsday_male25older,clsnight_female25under,clsnight_male25under,clsnight_female25older,clsnight_male25older,Ihaveit,Ihadit,Iwantit,notes_1,notes_2,notes_3,notes_4,notes_5,notes_6,notes_7,notes_8,notes_9,notes_10,notes_11,notes_12,notes_13,notes_14,notes_15,notes_16,notes_17,notes_18,notes_19,notes_20,gender
Alvarez-Gom-z,Magnolia Blanca (White Magnolia) Alvarez Gom̩z for women and men,2017,"floral,citrus,green,white floral,musky",3.5,5,0,0,1,0,0,0,1,1,0,33,66,33,1,100,66,33,0,0,100,33,1,1,33,1,1,1,33,33,1,1,1,33,1,1,1,1,1,1,33,66,1,1,1,66,1,1,1,33,1,1,33,66,1,1,1,33,3,0,0,Top1Lime,Top2Petitgrain,Middle0Magnolia,Middle1Floral Notes,Middle2Lily-of-the-Valley,Base0Musk,Base1Amber,Base2Orange Blossom,,,,,,,,,,,,,women
Tulip,Mandarin Peony Tulip for women,2010,"floral,citrus,fresh,rose,amber",3.6,5,2,1,0,1,0,2,1,0,0,33,100,33,1,100,33,33,0,0,66,33,1,1,33,1,33,1,66,1,1,1,33,1,1,1,1,1,33,1,66,1,1,1,33,1,1,1,33,1,1,1,66,1,1,1,33,1,4,0,0,Middle0Fruity Notes,Middle1Mandarin Orange,Base0Rose,Base1Amber,,,,,,,,,,,,,,,,,
Coqui-Coqui,Maderas Coqui Coqui for women and men,2005,"woody,balsamic,powdery,warm spicy,Pictures",2.5,5,0,0,1,0,1,0,1,1,1,1,100,100,1,1,1,1,0,0,1,50,1,1,1,1,1,1,100,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,0,0,Top1Woody Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Stella-McCartney,Print Collection Stella 01 (2012) Stella McCartney for women,2003,"rose,floral,citrus,fresh,amber,Pictures",4.4,5,0,0,2,1,0,0,3,2,1,66,100,1,33,66,33,33,0,0,66,33,1,1,33,33,33,1,66,1,1,1,1,1,1,1,33,1,1,1,33,33,1,1,1,33,1,1,33,1,1,1,33,33,1,1,33,1,7,0,0,Top1Mandarin Orange,Top2Peony,Top3Amber,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
Demeter-Fragrance,Meyer Lemon Demeter Fragrance for women and men,0,"citrus,green,aromatic,fresh,sour",4.67,5,0,0,0,0,0,0,1,0,2,100,50,1,1,50,50,50,0,0,50,50,1,1,100,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,4,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Mexx,Mexx Cocktail Summer Woman Mexx for women,2017,"floral,rose,fruity,green,fresh spicy,fresh,Pictures",3.25,5,1,0,0,0,0,1,0,0,0,1,75,25,25,75,100,50,0,0,100,75,1,1,1,1,25,1,50,1,25,1,1,1,25,1,1,1,50,1,1,25,50,1,25,25,1,1,25,25,50,1,25,25,25,1,25,25,2,0,0,Top1Freesia,Top2Red Currant,Middle0Apple,Middle1Lily-of-the-Valley,Middle2Rose,Base0Palisander Rosewood,Base1Peach Blossom,Base2Amber,,,,,,,,,,,,,
Carlen-Parfums,Men of Blame Carlen Parfums for women and men,2015,"balsamic,fresh spicy,warm spicy,white floral,patchouli,oud",3.67,5,0,0,0,1,0,0,1,1,0,50,1,25,50,50,25,100,0,0,75,100,1,1,25,25,1,1,1,1,1,1,1,25,1,25,1,25,1,25,1,25,1,25,1,1,1,25,25,50,1,25,25,25,1,25,25,50,5,0,0,Top1Agarwood (Oud),Top2Incense,Top3Patchouli,Top4Cumin,Top5Orange Blossom,Top6Black Pepper,Top7Tonka Bean,Middle0nan,Base0nan,,,,,,,,,,,,women
Coqui-Coqui,Menli Coqui Coqui for women and men,2012,"green,citrus,aromatic,fresh spicy,fresh,sour",2.5,5,1,2,0,0,0,2,1,0,0,1,100,100,50,50,50,1,0,0,50,1,1,1,1,1,1,1,50,50,1,1,100,1,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,1,2,0,0,Top1Lemon,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Eudora,On Men Night Eudora for women and men,0,"cinnamon,warm spicy,woody,fresh spicy",4.4,5,0,1,3,0,0,1,3,0,1,50,75,1,75,50,1,50,0,0,50,100,1,25,1,25,1,25,1,50,1,1,1,1,1,1,1,75,1,1,1,50,1,1,1,1,1,1,1,50,1,25,1,25,1,25,1,75,4,0,0,Top1Pepper,Top2Cinnamon,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Boadicea-the-Victorious,Miledy Boadicea the Victorious for women,2016,"floral,rose,powdery,aromatic,woody,white floral,Pictures",4.5,5,1,0,0,0,3,0,3,0,3,25,25,1,75,75,50,75,0,0,75,100,1,1,1,25,1,1,1,25,1,1,1,1,1,75,1,25,1,75,1,25,1,75,1,1,1,75,1,25,1,75,1,25,1,75,1,50,1,0,0,Top1Violet,Top2Cassis,Top3Sea Notes,Middle0Jasmine,Middle1Carnation,Middle2Damask Rose,Middle3Rose de Mai,Base0Vanilla,Base1Patchouli,Base2Oakmoss,Base3White Musk,,,,,,,,,,women
Tsi-La-Organic,Misaki Tsi-La Organic for women,2009,"green,aromatic,fresh spicy,floral,amber,Pictures",4.67,5,0,0,0,1,1,0,1,1,0,100,50,1,1,50,1,50,0,0,100,1,50,1,50,50,1,1,50,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,50,50,1,1,1,1,1,1,2,0,0,Top1Tea,Top2Mint,Top3Lavender,Top4oak moss,Top5Neroli,Top6vanilla orchid,Top7Labdanum,Middle0nan,Base0nan,,,,,,,,,,,,women
Antonio-Banderas,Miami Seduction For Men Antonio Banderas for men,2018,"aromatic,marine,woody,citrus,fruity,sweet,Pictures",4.33,5,0,0,3,0,0,1,3,1,3,33,66,1,1,66,100,33,0,0,100,33,1,1,1,33,1,1,1,66,1,1,1,1,1,1,1,1,1,1,1,66,1,1,1,100,1,1,1,33,1,1,1,100,1,1,1,33,1,0,0,Top1Mandarin Orange,Top2Clary Sage,Middle0Sea Notes,Middle1Cardamom,Base0Musk,Base1Cedar,Base2Woody Notes,,,,,,,,,,,,,,
Ulric-de-Varens,Miss Cotton Musk Ulric de Varens for women,0,"floral,vanilla,musky,aromatic,fresh spicy,Pictures",4.67,5,1,0,0,0,0,1,0,1,0,100,50,1,50,50,50,50,0,0,50,50,1,1,100,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,5,0,0,Top1White Musk,Middle0Freesia,Middle1Jasmine,Middle2Lilac,Base0Vanilla,Base1Musk,,,,,,,,,,,,,,,women
Neil-Morris,Midnight Tryst Neil Morris for women,0,"warm spicy,musky,cinnamon,patchouli,yellow floral,animalic",4,5,0,0,0,0,0,0,1,0,0,100,1,33,1,1,1,1,0,0,1,1,1,1,100,1,1,1,33,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,Top1Cloves,Middle0French Narcissus,Middle1Gardenia,Middle2Magnolia,Middle3Rose,Base0Amber,Base1Patchouli,Base2Benzoin,Base3Vanilla,Base4Musk,Base5Castoreum,Base6Civet,,,,,,,,,women
Neil-Morris,Midnight Sea Neil Morris for women and men,0,"patchouli,marine,musky,aromatic,aquatic,warm spicy",3.75,5,0,0,0,2,0,0,1,1,1,66,33,33,1,33,66,33,0,0,66,100,1,1,33,33,1,1,33,1,1,1,33,1,1,1,1,1,1,1,1,33,1,1,33,33,1,1,1,33,1,1,33,33,1,1,33,66,2,0,0,Top1Vanilla,Top2Patchouli,Top3Sea Notes,Top4Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Tromborg,Mind Matter Tromborg for women and men,2015,"patchouli,vanilla,warm spicy,earthy,balsamic",4.5,5,0,1,1,0,1,1,0,1,1,66,66,1,66,66,1,66,0,0,100,66,1,1,33,33,33,1,33,1,1,1,1,1,33,1,33,1,1,1,33,33,1,1,1,1,33,1,33,1,33,1,33,33,33,1,33,1,2,0,0,Top1Patchouli,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Missoni,Missoni Sport Missoni for men,1990,"aromatic,fresh spicy,woody,citrus,herbal,Pictures",3.75,5,0,2,0,0,0,0,1,0,0,66,33,33,1,100,33,33,0,0,100,33,1,1,1,66,1,33,1,33,1,1,1,33,1,1,1,1,1,33,1,66,1,1,1,33,1,1,1,33,1,33,1,66,1,1,1,33,5,0,0,Top1Bergamot,Top2Amalfi Lemon,Top3Mandarin Orange,Top4Pine,Middle0Lavender,Middle1Jasmine,Middle2Geranium,Middle3Rosemary,Middle4Cinnamon,Middle5Tarragon,Middle6Thyme,Middle7Basil,Middle8Lemon Verbena,Middle9Juniper Berries,Middle10Cyclamen,Base0Vetiver,Base1Musk,Base2Sandalwood,Base3Patchouli,Base4oak moss,
Nocib-,Woody Mirage Nocib̩ for women,2017,"citrus,woody,balsamic,powdery,vanilla,amber",3.8,5,0,1,1,0,0,1,0,1,0,100,100,50,50,1,1,100,0,0,100,50,1,1,50,50,1,1,100,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,50,1,5,0,0,Top1Bergamot,Middle0Patchouli,Middle1Jasmine,Base0Sandalwood,Base1Vanilla,Base2Amber,Base3White Musk,,,,,,,,,,,,,,women
Raymond-Matts,Tsiling Raymond Matts for women and men,2014,"fresh,aquatic,milky,green,fruity,white floral",5,5,0,0,0,0,0,0,0,1,2,100,1,1,1,100,1,100,0,0,100,100,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,22,Top1Pear,Top2Watery Notes,Top3Green Notes,Middle0iris,Middle1Honeysuckle,Base0Milk,Base1Rice,Base2Patchouli,,,,,,,,,,,,,women
Star-Wars-Perfumes,Rogue One Star Wars Perfumes for women,2016,"vanilla,powdery,floral,sweet,aromatic,balsamic,Pictures",4.5,5,0,0,0,0,0,0,1,1,0,100,100,1,1,1,1,100,0,0,1,100,1,1,100,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,100,1,2,0,0,Top1Green Leaves,Top2Coconut Milk,Middle0Lily-of-the-Valley,Middle1Heliotrope,Middle2Jasmine,Middle3Orange Blossom,Middle4Tuberose,Base0iris,Base1Sandalwood,Base2Vanilla,Base3Tonka Bean,Base4Musk,,,,,,,,,women
Roberta-Andrade,Monsieur Roberta Andrade for men,2010,"balsamic,aromatic,green,musky,patchouli,citrus",3.75,5,0,0,0,1,0,0,1,0,1,100,50,50,50,50,1,50,0,0,50,50,1,1,50,50,1,1,1,50,1,50,1,50,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,50,1,1,50,1,1,1,50,1,1,0,0,Top1Lavender,Middle0Green Accord,Middle1Myrhh,Middle2Resin,Base0Vetiver,Base1Patchouli,Base2Musk,Base3Vanila,,,,,,,,,,,,,
Alkemia-Perfumes,Moroccan Tea Alkemia Perfumes for women and men,0,"green,aromatic,fresh spicy,floral,fruity,ozonic",4.33,5,0,0,1,0,0,1,1,0,0,50,100,1,1,1,100,1,0,0,100,1,1,1,50,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,50,1,50,1,1,1,1,1,7,0,0,Top1Mint,Top2Osmanthus,Top3Green Tea,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
Al-Haramain-Perfumes,Muzakkerat Al Haramain Perfumes for women and men,0,"woody,oud,powdery,balsamic,amber",4,5,0,0,0,0,0,0,0,1,0,100,33,33,33,66,33,33,0,0,66,33,1,66,33,1,33,1,1,1,1,1,1,33,1,66,1,1,33,66,1,1,1,66,1,1,1,66,1,1,33,66,1,1,1,66,1,1,8,0,0,Top1Musk,Top2Amber,Top3Vanilla,Top4Sandalwood,Top5Floral Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Outremer,Mure Musc Outremer for women,0,"musky,fruity,woody,fresh",4.4,5,0,2,0,0,0,2,0,0,2,66,100,1,33,33,33,33,0,0,33,1,1,1,66,1,1,1,133,1,1,1,1,1,1,33,33,1,1,33,66,1,1,33,66,1,1,33,66,1,1,33,66,1,1,33,1,1,3,0,0,Top1Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Yas-Perfumes,Musk Yas Yas Perfumes for women and men,0,"musky,white floral,amber,woody,animalic,Pictures",4.2,5,0,0,0,1,4,0,0,1,4,100,1,25,75,75,75,75,0,0,75,75,1,1,50,50,1,1,1,1,1,1,1,25,1,1,50,25,1,1,50,25,1,1,50,25,1,1,50,25,1,1,50,25,1,1,50,25,6,0,0,Middle0Jasmine,Base0Amber,Base1Woody Notes,,,,,,,,,,,,,,,,,,women
Lattafa-Perfumes,Mukhallat Oudi Lattafa Perfumes for women and men,0,"musky,woody,oud,balsamic,rose,smoky,Pictures",3.75,5,0,0,0,0,1,1,0,0,3,100,50,50,1,1,1,1,0,0,1,50,1,50,50,1,50,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,3,0,0,Top1Incense,Top2Woody Notes,Top3Agarwood (Oud),Top4Vanilla,Top5Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Al-Musbah,Mujallad 1 Al Musbah for women and men,0,"warm spicy,aromatic,woody,balsamic,vanilla",4.4,5,0,0,0,0,2,0,0,1,1,66,100,1,1,1,1,1,0,0,1,33,1,1,1,66,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,3,0,0,Top1Cardamom,Middle0Agarwood (Oud),Middle1Sandalwood,Middle2Vetiver,Base0Vanilla,Base1Tonka Bean,,,,,,,,,,,,,,,women
Bottega-Verde,Mughetto Bottega Verde for women,0,"floral,citrus,green,fresh,fresh spicy",3.2,5,0,2,1,0,0,1,3,0,0,100,50,100,1,50,50,50,0,0,50,50,1,1,100,1,1,1,50,1,1,1,100,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,3,0,0,Top1Bergamot,Top2Pomelo,Top3Cardamom,Middle0Lily-of-the-Valley,Middle1Ylang-Ylang,Middle2Lilac,Middle3Jasmine,Base0Patchouli,Base1Sandalwood,Base2White Musk,Base3Palisander Rosewood,,,,,,,,,,women
All-Good-Scents,Musk All Good Scents for men,2016,"sweet,balsamic,musky,yellow floral,amber,oud",4,5,1,0,0,1,1,0,0,3,1,100,1,33,33,33,33,33,0,0,33,33,33,1,1,66,1,1,1,1,1,33,1,1,33,33,1,1,1,33,1,33,1,33,1,33,33,33,1,1,1,33,1,33,33,33,1,1,2,0,0,Middle0Musk,Middle1Ylang-Ylang,Middle2Rum,Base0Musk,Base1Patchouli,Base2Tonka Bean,Base3Amber,Base4Agarwood (Oud),,,,,,,,,,,,,
Carrement-Belle,Musc Original Carrement Belle for women and men,0,"musky,animalic,amber,floral,white floral,yellow floral",4.33,5,1,0,0,0,2,1,1,0,1,33,66,1,66,100,100,66,0,0,100,100,1,1,33,1,33,1,1,33,1,1,1,1,1,66,1,1,1,133,33,1,1,133,33,1,1,133,1,1,1,133,33,1,1,133,33,1,2,0,0,Top1Jasmine,Top2Civet,Top3Lily-of-the-Valley,Top4White Musk,Top5Ylang-Ylang,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Ava-Luxe,Sheer Musk Ava Luxe for women and men,0,musky,0,5,0,0,0,0,3,1,3,1,1,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,20,1,1,60,1,40,1,60,1,40,1,60,1,40,1,60,1,40,1,60,1,40,1,60,1,40,0,0,7,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Parfums-137,Myrte Parfums 137 for women and men,2013,"amber,herbal,aromatic,balsamic,fresh spicy,Pictures",3.5,5,0,0,1,0,0,0,1,0,0,50,100,50,1,1,1,50,0,0,1,50,1,1,50,1,1,1,50,100,1,1,50,1,1,50,1,50,1,50,1,1,1,50,1,1,1,50,50,50,1,50,1,1,1,50,50,50,4,0,0,Top1Myrtle,Top2Thyme,Middle0Jasmine,Middle1Labdanum,Middle2Cedar,Base0Amber,Base1Musk,Base2Vanilla,,,,,,,,,,,,,women
Neil-Morris,Quest Neil Morris for women and men,0,"balsamic,green,fresh,citrus,woody,smoky",3.8,5,0,0,0,2,0,0,1,1,1,100,100,50,50,1,1,50,0,0,1,50,1,1,50,50,1,1,1,100,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,50,3,0,0,Top1Watery Notes,Middle0Grass,Middle1Heliotrope,Base0Myrrh,Base1Patchouli,Base2Precious Woods,,,,,,,,,,,,,,,women
Al-Rehab,Nafees Al-Rehab for women,0,"warm spicy,musky,woody,leather,tobacco",4.25,5,0,0,0,1,1,0,3,0,6,33,100,1,1,1,33,66,1,1,66,33,33,1,1,1,33,1,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,66,1,1,1,66,1,1,1,33,1,7,0,0,Middle0Woody Notes,Middle1Spicy Notes,Base0Musk,,,,,,,,,,,,,,,,,,women
Lattafa-Perfumes,Nafeas Lattafa Perfumes for women and men,0,"balsamic,oud,woody,smoky,warm spicy,Pictures",4,5,0,0,0,0,2,0,3,0,1,100,1,33,33,33,33,33,0,0,33,33,33,1,66,1,1,1,1,1,1,1,1,33,1,1,33,1,1,1,33,1,1,1,33,1,1,1,33,1,1,1,33,1,1,1,33,1,2,0,0,Top1Agarwood (Oud),Top2Incense,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Spring,Tempting Nashi Spring for women,2018,"citrus,fruity,sweet,fresh,floral,aquatic,Pictures",2.5,5,1,0,0,0,0,0,0,0,1,1,50,50,1,100,1,50,0,0,100,50,1,1,1,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,50,1,1,50,50,1,1,1,50,1,0,0,Top1Floral Notes,Top2Grapefruit,Top3Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
Natura,X Natura for women,2008,"woody,green,citrus,floral,powdery,aromatic,Pictures",3,5,0,0,0,1,1,0,1,0,0,1,100,50,50,50,50,50,0,0,50,50,1,1,1,1,50,1,1,50,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,2,0,0,Top1Green Mandarin,Top2Rose,Top3Cassis,Middle0Jasmine,Middle1Rose,Middle2Lily-of-the-Valley,Middle3Violet,Middle4Green Notes,Base0Sandalwood,Base1Musk,Base2Cedar,Base3Vetiver,Base4Vanilla,,,,,,,,women
Sabe-Masson,Nemamiah Sabe Masson for women,2015,"citrus,fruity,tropical,sweet,musky,fresh,Pictures",5,5,1,0,2,0,0,1,1,0,0,100,1,1,1,50,1,1,0,0,50,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,0,0,Top1Mandarin Orange,Top2Orange,Middle0Passionfruit,Middle1Apple,Middle2Mango,Base0Amber,Base1Musk,,,,,,,,,,,,,,women
Le-Labo,Neroli 36 Perfume Oil Le Labo for women and men,2012,"white floral,citrus,aromatic,musky,narcotic",3.25,5,0,0,0,0,0,0,0,0,0,1,100,33,1,33,33,1,0,0,66,1,1,1,1,1,1,1,66,33,1,1,1,66,1,1,1,1,1,1,33,1,1,1,33,1,1,1,1,1,33,1,33,1,1,1,1,1,2,0,0,Top1Mandarin Orange,Middle0Jasmine,Middle1Rose,Base0Musk,Base1Vanilla,Base2Tonka Bean,,,,,,,,,,,,,,,women
Anima-Vinci,Neroli Wisdom Anima Vinci for women and men,2018,"citrus,white floral,aromatic,woody,green,Pictures",4.2,5,0,0,1,0,0,0,0,2,0,100,1,25,1,50,50,1,0,0,50,1,1,1,75,25,1,1,1,1,1,1,1,25,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,1,1,3,0,0,Top1Lemon,Top2Mandarin Orange,Middle0Orange Blossom,Middle1Neroli,Middle2Jasmine,Base0Vetiver,Base1Sandalwood,Base2Benzoin,Base3Tonka Bean,,,,,,,,,,,,women
Angelo-Caroli,Tuberosa Nera Angelo Caroli for women and men,2016,"white floral,tuberose,floral,woody,powdery,Pictures",4.5,5,0,1,1,0,1,1,1,1,2,50,50,1,100,100,50,100,0,0,100,100,1,1,1,50,1,1,50,1,1,1,1,1,1,1,50,50,1,1,50,50,1,1,50,1,1,1,50,50,1,1,50,50,1,1,50,50,2,0,0,Top1Tuberose,Middle0Gardenia,Middle1Lily-of-the-Valley,Middle2Violet,Base0Jacaranda,Base1Oak,,,,,,,,,,,,,,,women
Bath-and-Body-Works,Tunisian Neroli Bath and Body Works for women,0,"citrus,white floral,narcotic,fresh,woody,green",4.6,5,0,0,1,0,0,1,0,0,1,60,40,1,60,60,100,60,0,0,80,40,20,1,40,1,1,1,40,1,1,1,1,1,1,1,60,1,1,1,60,1,20,1,80,1,1,1,60,1,1,1,80,1,1,1,40,1,7,0,0,Top1Neroli,Top2Mandarin Orange,Top3Woodsy Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
Neil-Morris,Vanille Rose Neil Morris for women,2009,"vanilla,green,rose,powdery,floral,white floral",2.8,5,0,0,0,1,0,1,0,1,0,1,100,66,33,1,1,33,0,0,33,33,1,1,1,1,1,1,100,1,1,1,66,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,33,1,1,1,33,1,1,0,0,Top1Heliotrope,Top2Green Tea,Top3Red Rose,Top4Vanilla,Top5Musk,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Wide-Society,Night Train Wide Society for women and men,2018,"rose,white floral,musky,aldehydic,patchouli,Pictures",3.33,5,0,0,0,1,0,0,1,0,0,50,50,50,100,50,1,100,0,0,100,100,1,1,50,1,1,1,1,50,1,1,1,50,1,1,1,100,1,1,1,50,1,1,1,1,1,1,1,100,1,1,50,50,1,1,1,100,4,0,0,Top1Aldehydes,Middle0Rose,Middle1Jasmine Sambac,Base0Patchouli,Base1Musk,Base2Leather,Base3Oakmoss,Base4Vanilla,,,,,,,,,,,,,women
Nike,Nike Pure Nike for men,0,,3,5,0,1,2,0,0,2,3,1,2,1,66,33,33,66,100,33,0,0,100,1,1,1,1,1,1,1,1,66,1,1,1,33,1,1,1,33,1,1,1,66,1,1,1,100,1,1,1,33,1,1,1,100,1,1,1,1,1,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,
Mad-et-Len,No. XIII Poivre Sichuan Mad et Len for women and men,2010,"citrus,fresh spicy,green,fresh,woody,Pictures",3.8,5,0,0,0,0,0,0,0,0,1,100,100,50,50,50,50,50,0,0,50,50,1,50,50,1,1,50,1,100,1,1,50,1,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,2,0,0,Top1Amalfi Lemon,Top2Pepper,Top3Woodsy Notes,Top4Tea,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Mad-et-Len,No. VI Bourbon Vanille Mad et Len for women and men,0,"vanilla,powdery,sweet,soft spicy,woody",4,5,0,0,0,0,0,1,0,1,0,100,1,33,1,33,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,33,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Frau-Tonis-Parfum,No. 58 Tulpe Frau Tonis Parfum for women,2009,"green,floral,powdery,warm spicy,herbal,Pictures",2.5,5,0,0,2,0,1,0,3,0,0,1,66,66,1,100,66,33,0,0,100,1,1,1,1,1,1,1,66,1,33,1,33,1,1,1,1,1,1,1,100,1,1,1,66,1,1,1,33,1,1,1,100,1,1,1,1,1,3,0,0,Top1Violet,Top2pink tulip,Top3Green Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
La-Maison-de-la-Vanille,Noir Toscane / Vanille Raisin La Maison de la Vanille for women and men,0,"vanilla,sweet,fruity,amber,powdery,honey",4.75,5,0,0,0,1,0,0,1,2,1,100,33,1,33,1,1,33,0,0,33,33,1,1,100,1,1,1,33,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,33,1,1,1,33,4,0,0,Top1Honey,Middle0Grapes,Middle1Osmanthus,Base0Amber,Base1Vanilla,,,,,,,,,,,,,,,,women
Frau-Tonis-Parfum,No. 39 Rose de France Frau Tonis Parfum for women,2009,"rose,woody,camphor,aromatic,floral,Pictures",4.67,5,0,0,0,0,0,0,0,1,0,100,50,1,1,1,1,1,0,0,50,1,1,1,100,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,0,0,Top1Eucalyptus,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Signature-Fragrances,Nouveau Signature Fragrances for women and men,2014,"citrus,woody,aromatic,fresh spicy,rose,musky",3.75,5,0,0,1,0,1,1,2,0,0,50,25,25,1,75,100,50,0,0,100,25,1,1,25,25,1,1,25,1,1,1,25,1,1,25,1,1,1,25,50,25,1,25,75,25,1,25,25,25,1,25,75,25,1,25,1,25,0,3,0,Top1Juniper,Top2Rose,Middle0Neroli,Middle1Lemon,Base0Sandalwood,Base1Musk,,,,,,,,,,,,,,,women
Frau-Tonis-Parfum,No. 18 Bogota Berlin  Frau Tonis Parfum for women and men,0,"woody,fruity,aromatic,citrus,fresh spicy",2.8,5,0,0,0,0,0,0,0,0,0,1,100,66,1,33,1,1,0,0,1,1,1,1,1,1,1,1,33,66,33,1,33,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,Top1Pepper,Top2Fig,Top3Vetiver,Top4Cedar,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Giorgio-Monti,Noly Giorgio Monti for women,2000,"green,floral,citrus,rose,white floral,fresh spicy,Pictures",4.75,5,0,0,1,1,2,0,1,2,1,100,33,1,33,66,33,1,0,0,33,66,1,33,66,1,1,1,33,1,1,1,1,1,1,1,33,33,1,33,33,33,1,1,33,33,1,1,1,33,1,1,33,33,1,33,33,33,4,0,0,Top1Tea,Middle0Jasmine,Middle1Rose,Middle2Freesia,Base0Patchouli,,,,,,,,,,,,,,,,women
